GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM,VISITOR_TEAM,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
12/31/2019,21900497,Final,Hornets,Celtics,2019,92,0.395,0.75,0.353,25,41,109,0.454,0.7,0.368,25,54
12/31/2019,21900498,Final,Pacers,76ers,2019,115,0.488,0.769,0.44,35,38,97,0.407,0.85,0.207,24,47
12/31/2019,21900499,Final,Kings,Clippers,2019,87,0.413,0.684,0.286,20,41,105,0.409,0.955,0.333,21,51
12/31/2019,21900500,Final,Raptors,Cavaliers,2019,117,0.476,0.8,0.436,29,45,97,0.425,0.813,0.263,21,41
12/31/2019,21900501,Final,Rockets,Nuggets,2019,130,0.529,0.71,0.471,20,43,104,0.464,0.667,0.32,25,39
12/31/2019,21900502,Final,Spurs,Warriors,2019,117,0.469,0.765,0.452,30,53,113,0.458,0.722,0.444,31,44
12/31/2019,21900503,Final,Thunder,Mavericks,2019,106,0.429,0.786,0.222,18,56,101,0.355,0.741,0.294,19,49
12/30/2019,21900491,Final,Magic,Hawks,2019,93,0.416,0.583,0.2,22,40,101,0.481,0.824,0.31,21,52
12/30/2019,21900492,Final,Wizards,Heat,2019,123,0.512,0.667,0.459,26,40,105,0.452,0.744,0.357,18,44
12/30/2019,21900493,Final,Bulls,Bucks,2019,102,0.374,0.625,0.386,26,43,123,0.548,0.833,0.344,29,59
12/30/2019,21900494,Final,Timberwolves,Nets,2019,122,0.404,0.724,0.386,20,60,115,0.404,0.741,0.366,22,58
12/30/2019,21900495,Final,Jazz,Pistons,2019,104,0.47,0.8,0.385,20,46,81,0.38,0.739,0.286,14,43
12/30/2019,21900496,Final,Trail Blazers,Suns,2019,116,0.458,0.778,0.412,24,42,122,0.478,0.955,0.565,29,44
12/29/2019,21900486,Final,Raptors,Thunder,2019,97,0.422,1,0.375,21,42,98,0.436,0.87,0.303,15,43
12/29/2019,21900487,Final,Grizzlies,Hornets,2019,117,0.489,1,0.286,30,50,104,0.43,0.656,0.29,23,42
12/29/2019,21900488,Final,Pelicans,Rockets,2019,127,0.49,0.692,0.409,32,47,112,0.519,0.65,0.385,29,41
12/29/2019,21900489,Final,Nuggets,Kings,2019,120,0.519,0.903,0.276,23,37,115,0.529,0.706,0.382,32,35
12/29/2019,21900490,Final,Lakers,Mavericks,2019,108,0.487,0.821,0.391,28,39,95,0.36,0.9,0.302,17,45
12/28/2019,21900472,Final,Nuggets,Grizzlies,2019,119,0.484,0.741,0.31,28,43,110,0.488,0.76,0.3,32,45
12/28/2019,21900473,Final,Celtics,Raptors,2019,97,0.397,0.778,0.219,18,31,113,0.524,0.647,0.412,27,53
12/28/2019,21900474,Final,Pelicans,Pacers,2019,120,0.462,0.8,0.429,25,49,98,0.388,0.897,0.214,17,46
12/28/2019,21900475,Final,Heat,76ers,2019,117,0.447,0.793,0.357,26,43,116,0.472,0.759,0.333,24,47
12/28/2019,21900476,Final,Wizards,Knicks,2019,100,0.344,0.774,0.4,16,49,107,0.447,0.769,0.355,25,56
12/28/2019,21900477,Final,Bulls,Hawks,2019,116,0.494,0.789,0.484,22,51,81,0.372,0.727,0.265,24,39
12/28/2019,21900478,Final,Rockets,Nets,2019,108,0.436,0.438,0.31,16,54,98,0.402,0.619,0.282,24,47
12/28/2019,21900479,Final,Timberwolves,Cavaliers,2019,88,0.355,0.737,0.216,17,39,94,0.416,0.722,0.2,13,61
12/28/2019,21900480,Final,Bucks,Magic,2019,111,0.512,0.667,0.351,30,57,100,0.402,0.842,0.4,21,35
12/28/2019,21900481,Final,Spurs,Pistons,2019,136,0.57,0.8,0.514,30,51,109,0.444,0.567,0.333,20,40
12/28/2019,21900482,Final,Warriors,Mavericks,2019,121,0.489,0.765,0.462,28,42,141,0.522,1,0.471,35,46
12/28/2019,21900483,Final,Kings,Suns,2019,110,0.488,0.667,0.387,19,36,112,0.517,0.867,0.346,30,41
12/28/2019,21900484,Final,Trail Blazers,Lakers,2019,120,0.477,0.852,0.429,18,39,128,0.516,0.821,0.344,32,44
12/28/2019,21900485,Final,Clippers,Jazz,2019,107,0.368,0.926,0.3,22,46,120,0.523,0.765,0.486,25,47
12/27/2019,21900466,Final,Celtics,Cavaliers,2019,129,0.516,0.895,0.35,28,43,117,0.518,0.69,0.391,22,38
12/27/2019,21900467,Final,Hornets,Thunder,2019,102,0.416,0.611,0.179,26,54,104,0.449,0.613,0.161,19,49
12/27/2019,21900468,Final,Magic,76ers,2019,98,0.42,0.609,0.333,26,48,97,0.402,0.81,0.345,23,45
12/27/2019,21900469,Final,Hawks,Bucks,2019,86,0.363,0.571,0.293,20,46,112,0.505,0.692,0.393,29,56
12/27/2019,21900470,Final,Heat,Pacers,2019,113,0.449,0.895,0.421,29,56,112,0.489,0.833,0.452,27,34
12/27/2019,21900471,Final,Warriors,Suns,2019,105,0.413,0.8,0.333,22,41,96,0.467,0.792,0.212,22,49
12/26/2019,21900460,Final,Pistons,Wizards,2019,132,0.535,0.808,0.396,32,48,102,0.413,0.704,0.292,18,44
12/26/2019,21900461,Final,Nets,Knicks,2019,82,0.269,0.75,0.26,17,50,94,0.402,0.733,0.31,16,60
12/26/2019,21900462,Final,Thunder,Grizzlies,2019,97,0.413,0.846,0.286,23,34,110,0.548,0.727,0.4,26,50
12/26/2019,21900463,Final,Mavericks,Spurs,2019,102,0.422,0.667,0.4,22,52,98,0.482,0.667,0.276,18,45
12/26/2019,21900464,Final,Kings,Timberwolves,2019,104,0.346,0.84,0.231,20,67,105,0.346,0.793,0.217,23,65
12/26/2019,21900465,Final,Jazz,Trail Blazers,2019,121,0.568,0.682,0.389,22,41,115,0.483,0.737,0.441,14,43
12/25/2019,21900455,Final,Raptors,Celtics,2019,102,0.475,0.818,0.348,17,34,118,0.5,0.857,0.424,26,45
12/25/2019,21900456,Final,76ers,Bucks,2019,121,0.436,0.8,0.477,29,49,109,0.474,0.75,0.394,23,47
12/25/2019,21900457,Final,Warriors,Rockets,2019,116,0.471,0.893,0.321,27,54,104,0.37,0.875,0.314,19,49
12/25/2019,21900458,Final,Lakers,Clippers,2019,106,0.406,0.762,0.267,24,42,111,0.459,0.75,0.36,24,50
12/25/2019,21900459,Final,Nuggets,Pelicans,2019,100,0.402,0.778,0.324,24,40,112,0.456,1,0.419,23,52
12/23/2019,21900444,Final,Cavaliers,Hawks,2019,121,0.521,0.833,0.379,19,43,118,0.474,0.765,0.357,23,37
12/23/2019,21900445,Final,Pistons,76ers,2019,109,0.512,0.722,0.333,27,30,125,0.547,0.818,0.4,33,48
12/23/2019,21900446,Final,Pacers,Raptors,2019,120,0.474,0.6,0.429,34,45,115,0.457,0.75,0.275,30,50
12/23/2019,21900447,Final,Knicks,Wizards,2019,115,0.473,0.8,0.417,29,44,121,0.47,0.567,0.333,27,48
12/23/2019,21900448,Final,Magic,Bulls,2019,103,0.481,0.652,0.385,23,46,95,0.398,0.8,0.351,20,47
12/23/2019,21900449,Final,Heat,Jazz,2019,107,0.411,0.889,0.36,16,56,104,0.433,0.778,0.333,17,45
12/23/2019,21900450,Final,Grizzlies,Spurs,2019,115,0.469,0.625,0.405,28,35,145,0.674,0.714,0.625,36,46
12/23/2019,21900451,Final,Suns,Nuggets,2019,111,0.483,0.778,0.351,29,38,113,0.551,0.8,0.536,31,39
12/23/2019,21900452,Final,Trail Blazers,Pelicans,2019,94,0.407,0.889,0.138,17,48,102,0.409,0.688,0.429,23,55
12/23/2019,21900453,Final,Kings,Rockets,2019,104,0.471,0.652,0.233,20,49,113,0.448,0.87,0.385,18,39
12/23/2019,21900454,Final,Warriors,Timberwolves,2019,113,0.437,0.833,0.4,27,55,104,0.402,0.793,0.324,16,40
12/22/2019,21900439,Final,Raptors,Mavericks,2019,110,0.394,0.839,0.294,21,51,107,0.389,0.815,0.326,27,53
12/22/2019,21900440,Final,Celtics,Hornets,2019,119,0.523,0.813,0.438,25,57,93,0.402,0.739,0.294,26,27
12/22/2019,21900441,Final,Bucks,Pacers,2019,117,0.423,0.824,0.341,31,61,89,0.37,0.6,0.3,27,48
12/22/2019,21900442,Final,Thunder,Clippers,2019,118,0.474,0.85,0.333,24,49,112,0.465,0.875,0.407,22,42
12/22/2019,21900443,Final,Lakers,Nuggets,2019,104,0.47,0.727,0.345,18,45,128,0.489,0.9,0.344,31,44
12/21/2019,21900430,Final,Hornets,Jazz,2019,107,0.459,0.773,0.414,20,36,114,0.52,0.95,0.5,27,42
12/21/2019,21900431,Final,Nets,Hawks,2019,122,0.46,0.679,0.367,23,61,112,0.371,0.852,0.229,17,52
12/21/2019,21900432,Final,Pistons,Bulls,2019,107,0.46,0.917,0.457,30,29,119,0.519,0.84,0.514,21,46
12/21/2019,21900433,Final,76ers,Wizards,2019,125,0.521,0.619,0.424,28,53,108,0.409,0.853,0.226,18,38
12/21/2019,21900434,Final,Knicks,Bucks,2019,102,0.402,0.714,0.3,23,47,123,0.482,0.657,0.419,26,52
12/21/2019,21900435,Final,Grizzlies,Kings,2019,119,0.482,0.828,0.429,32,44,115,0.43,0.75,0.306,22,51
12/21/2019,21900436,Final,Spurs,Clippers,2019,109,0.512,0.789,0.357,24,36,134,0.545,0.737,0.333,32,43
12/21/2019,21900437,Final,Suns,Rockets,2019,125,0.516,0.767,0.286,26,41,139,0.586,0.783,0.463,23,37
12/21/2019,21900438,Final,Trail Blazers,Timberwolves,2019,113,0.426,0.8,0.371,19,45,106,0.437,0.938,0.405,16,39
12/20/2019,21900420,Final,Cavaliers,Grizzlies,2019,114,0.435,0.739,0.459,26,60,107,0.431,0.714,0.341,31,46
12/20/2019,21900421,Final,Pacers,Kings,2019,119,0.523,0.833,0.452,34,39,105,0.451,0.867,0.313,25,41
12/20/2019,21900422,Final,Celtics,Pistons,2019,114,0.523,0.714,0.333,24,51,93,0.4,0.737,0.355,21,36
12/20/2019,21900423,Final,Raptors,Wizards,2019,122,0.487,0.773,0.4,26,42,118,0.46,0.75,0.359,24,39
12/20/2019,21900424,Final,Heat,Knicks,2019,129,0.558,0.735,0.474,34,51,114,0.436,0.667,0.294,23,41
12/20/2019,21900425,Final,76ers,Mavericks,2019,98,0.422,0.667,0.294,25,46,117,0.518,0.773,0.424,23,49
12/20/2019,21900426,Final,Thunder,Suns,2019,126,0.563,0.857,0.417,23,41,108,0.437,0.913,0.344,26,37
12/20/2019,21900427,Final,Nuggets,Timberwolves,2019,109,0.494,0.917,0.357,27,44,100,0.414,0.667,0.238,20,46
12/20/2019,21900428,Final,Trail Blazers,Magic,2019,118,0.5,0.895,0.472,16,54,103,0.368,0.692,0.25,21,48
12/20/2019,21900429,Final,Warriors,Pelicans,2019,106,0.434,0.96,0.303,25,47,102,0.419,0.652,0.265,23,48
12/19/2019,21900416,Final,Hawks,Jazz,2019,106,0.433,0.895,0.379,24,40,111,0.47,0.711,0.25,18,53
12/19/2019,21900417,Final,Bucks,Lakers,2019,111,0.468,0.719,0.41,22,40,104,0.463,0.783,0.343,24,38
12/19/2019,21900418,Final,Spurs,Nets,2019,118,0.448,0.826,0.394,26,47,105,0.422,0.933,0.194,16,47
12/19/2019,21900419,Final,Clippers,Rockets,2019,117,0.5,0.789,0.432,23,38,122,0.5,0.759,0.378,23,43
12/18/2019,21900407,Final,Cavaliers,Hornets,2019,100,0.541,0.765,0.269,25,48,98,0.407,0.611,0.351,25,35
12/18/2019,21900408,Final,Pistons,Raptors,2019,99,0.448,0.682,0.171,19,48,112,0.429,0.875,0.371,27,47
12/18/2019,21900409,Final,Wizards,Bulls,2019,109,0.358,0.844,0.311,21,55,110,0.402,0.875,0.297,25,53
12/18/2019,21900410,Final,76ers,Heat,2019,104,0.422,0.889,0.308,24,41,108,0.471,0.8,0.387,26,47
12/18/2019,21900411,Final,Timberwolves,Pelicans,2019,99,0.379,0.63,0.256,20,43,107,0.442,0.81,0.424,23,55
12/18/2019,21900412,Final,Thunder,Grizzlies,2019,126,0.548,0.794,0.292,25,35,122,0.505,0.8,0.385,27,47
12/18/2019,21900414,Final,Nuggets,Magic,2019,113,0.476,0.88,0.407,28,52,104,0.425,0.905,0.379,25,35
12/18/2019,21900413,Final,Mavericks,Celtics,2019,103,0.391,0.8,0.349,23,42,109,0.407,0.9,0.316,13,54
12/18/2019,21900415,Final,Trail Blazers,Warriors,2019,122,0.454,0.893,0.29,19,57,112,0.398,0.609,0.421,24,50
12/17/2019,21900401,Final,Hornets,Kings,2019,110,0.481,0.704,0.433,26,51,102,0.418,0.923,0.359,23,33
12/17/2019,21900402,Final,Pacers,Lakers,2019,105,0.482,0.65,0.4,22,43,102,0.473,0.471,0.258,28,42
12/17/2019,21900403,Final,Knicks,Hawks,2019,143,0.558,0.774,0.464,30,55,120,0.455,0.75,0.349,20,36
12/17/2019,21900404,Final,Pelicans,Nets,2019,101,0.346,0.667,0.275,20,58,108,0.417,0.739,0.282,25,54
12/17/2019,21900405,Final,Jazz,Magic,2019,109,0.467,0.625,0.417,27,58,102,0.452,0.733,0.2,21,41
12/17/2019,21900406,Final,Clippers,Suns,2019,120,0.506,0.727,0.438,23,44,99,0.402,0.7,0.286,30,50
12/16/2019,21900394,Final,Pistons,Wizards,2019,119,0.477,0.706,0.333,29,36,133,0.557,0.81,0.529,31,35
12/16/2019,21900395,Final,Raptors,Cavaliers,2019,133,0.584,0.765,0.5,31,41,113,0.489,0.765,0.343,30,39
12/16/2019,21900396,Final,Rockets,Spurs,2019,109,0.408,0.667,0.256,20,58,107,0.429,0.85,0.364,23,53
12/16/2019,21900397,Final,Grizzlies,Heat,2019,118,0.488,0.7,0.361,28,45,111,0.457,0.839,0.458,22,35
12/16/2019,21900398,Final,Bucks,Mavericks,2019,116,0.419,0.708,0.268,29,52,120,0.466,0.815,0.39,27,52
12/16/2019,21900399,Final,Thunder,Bulls,2019,109,0.507,0.821,0.471,21,42,106,0.494,0.846,0.29,27,31
12/16/2019,21900400,Final,Suns,Trail Blazers,2019,110,0.456,0.842,0.353,31,44,111,0.476,0.85,0.412,21,41
12/15/2019,21900388,Final,Pelicans,Magic,2019,119,0.534,0.5,0.442,34,40,130,0.517,0.808,0.5,32,39
12/15/2019,21900389,Final,Pacers,Hornets,2019,107,0.455,0.85,0.286,30,51,85,0.308,0.686,0.156,18,56
12/15/2019,21900390,Final,Hawks,Lakers,2019,96,0.36,0.88,0.286,18,42,101,0.429,0.727,0.161,21,56
12/15/2019,21900391,Final,Nets,76ers,2019,109,0.457,0.778,0.375,22,51,89,0.43,0.588,0.192,19,38
12/15/2019,21900392,Final,Nuggets,Knicks,2019,111,0.468,0.684,0.357,27,48,105,0.468,0.9,0.25,20,47
12/15/2019,21900393,Final,Warriors,Kings,2019,79,0.395,0.722,0.24,24,25,100,0.603,0.875,0.455,27,38
12/14/2019,21900380,Final,Suns,Spurs,2019,119,0.437,0.731,0.25,29,59,121,0.415,0.735,0.267,23,62
12/14/2019,21900381,Final,Raptors,Nets,2019,110,0.388,0.8,0.35,21,51,102,0.386,0.706,0.261,24,59
12/14/2019,21900382,Final,Bulls,Clippers,2019,109,0.471,0.833,0.452,21,50,106,0.438,0.722,0.455,20,40
12/14/2019,21900383,Final,Grizzlies,Wizards,2019,128,0.571,0.875,0.407,32,46,111,0.424,0.781,0.368,22,34
12/14/2019,21900384,Final,Mavericks,Heat,2019,118,0.446,0.647,0.386,30,48,122,0.429,0.824,0.4,27,49
12/14/2019,21900385,Final,Bucks,Cavaliers,2019,125,0.541,0.731,0.378,26,41,108,0.456,0.733,0.429,27,45
12/14/2019,21900386,Final,Rockets,Pistons,2019,107,0.402,0.667,0.289,18,46,115,0.446,0.84,0.324,27,55
12/14/2019,21900387,Final,Nuggets,Thunder,2019,110,0.506,0.739,0.259,30,44,102,0.469,0.87,0.261,22,37
12/13/2019,21900371,Final,Magic,Rockets,2019,107,0.44,0.75,0.405,24,37,130,0.558,0.923,0.564,21,42
12/13/2019,21900372,Final,76ers,Pelicans,2019,116,0.494,0.676,0.35,24,47,109,0.432,0.686,0.375,24,45
12/13/2019,21900374,Final,Heat,Lakers,2019,110,0.459,0.786,0.303,24,34,113,0.494,0.652,0.324,26,50
12/13/2019,21900373,Final,Hawks,Pacers,2019,100,0.415,0.696,0.214,24,50,110,0.5,0.733,0.318,28,46
12/13/2019,21900375,Final,Bulls,Hornets,2019,73,0.3,0.857,0.206,20,45,83,0.38,0.81,0.194,21,60
12/13/2019,21900376,Final,Grizzlies,Bucks,2019,114,0.388,0.783,0.408,27,45,127,0.506,0.848,0.367,22,55
12/13/2019,21900379,Final,Jazz,Warriors,2019,114,0.468,0.774,0.421,22,43,106,0.451,0.682,0.31,19,48
12/13/2019,21900377,Final,Timberwolves,Clippers,2019,117,0.447,0.838,0.244,17,39,124,0.494,0.897,0.44,16,45
12/13/2019,21900378,Final,Kings,Knicks,2019,101,0.47,0.75,0.436,19,41,103,0.463,0.6,0.3,24,48
12/12/2019,21900367,Final,Celtics,76ers,2019,109,0.462,0.824,0.355,24,33,115,0.5,0.826,0.5,27,45
12/12/2019,21900368,Final,Spurs,Cavaliers,2019,109,0.488,0.8,0.313,19,36,117,0.458,0.7,0.333,22,50
12/12/2019,21900369,Final,Pistons,Mavericks,2019,111,0.449,0.696,0.357,23,34,122,0.511,0.696,0.364,25,52
12/12/2019,21900370,Final,Nuggets,Trail Blazers,2019,114,0.477,0.632,0.5,25,48,99,0.477,0.727,0.3,22,35
12/11/2019,21900356,Final,Cavaliers,Rockets,2019,110,0.517,0.625,0.406,29,36,116,0.494,1,0.405,18,36
12/11/2019,21900357,Final,Pacers,Celtics,2019,122,0.482,0.833,0.4,27,36,117,0.494,0.773,0.389,25,44
12/11/2019,21900358,Final,Magic,Lakers,2019,87,0.42,0.647,0.308,20,41,96,0.425,0.526,0.387,20,49
12/11/2019,21900359,Final,Raptors,Clippers,2019,92,0.352,0.88,0.222,21,47,112,0.442,0.889,0.3,29,50
12/11/2019,21900360,Final,Nets,Hornets,2019,108,0.432,0.667,0.263,20,52,113,0.409,0.813,0.429,20,47
12/11/2019,21900361,Final,Bulls,Hawks,2019,136,0.574,0.895,0.458,32,42,102,0.422,0.731,0.342,26,41
12/11/2019,21900362,Final,Timberwolves,Jazz,2019,116,0.44,0.808,0.366,18,42,127,0.566,0.773,0.457,23,45
12/11/2019,21900363,Final,Suns,Grizzlies,2019,108,0.398,0.833,0.265,29,44,115,0.483,0.808,0.417,23,55
12/11/2019,21900364,Final,Bucks,Pelicans,2019,127,0.538,0.889,0.487,27,43,112,0.443,0.818,0.356,29,42
12/11/2019,21900365,Final,Kings,Thunder,2019,94,0.443,0.6,0.323,12,41,93,0.43,0.667,0.394,24,43
12/11/2019,21900366,Final,Warriors,Knicks,2019,122,0.433,0.733,0.27,27,46,124,0.478,0.765,0.414,25,58
12/10/2019,21900352,Final,Hornets,Wizards,2019,114,0.447,0.786,0.39,22,48,107,0.422,0.8,0.314,27,45
12/10/2019,21900353,Final,76ers,Nuggets,2019,97,0.416,0.688,0.333,24,49,92,0.435,0.917,0.259,29,38
12/10/2019,21900354,Final,Heat,Hawks,2019,135,0.515,0.682,0.341,35,53,121,0.474,0.611,0.37,30,37
12/10/2019,21900355,Final,Trail Blazers,Knicks,2019,115,0.433,0.833,0.415,20,58,87,0.352,0.615,0.184,16,47
12/9/2019,21900343,Final,Pacers,Clippers,2019,99,0.351,0.75,0.286,16,55,110,0.412,0.741,0.313,19,57
12/9/2019,21900344,Final,Celtics,Cavaliers,2019,110,0.577,0.625,0.556,22,39,88,0.396,0.474,0.226,18,45
12/9/2019,21900345,Final,Bulls,Raptors,2019,92,0.393,0.714,0.261,30,45,93,0.378,0.692,0.241,19,54
12/9/2019,21900346,Final,Rockets,Kings,2019,118,0.488,0.826,0.34,25,51,119,0.455,0.864,0.444,24,37
12/9/2019,21900347,Final,Bucks,Magic,2019,110,0.467,0.533,0.39,30,54,101,0.38,0.808,0.323,24,44
12/9/2019,21900348,Final,Pelicans,Pistons,2019,103,0.44,0.682,0.211,24,45,105,0.424,0.815,0.314,15,46
12/9/2019,21900349,Final,Suns,Timberwolves,2019,125,0.495,0.789,0.4,31,42,109,0.471,0.793,0.273,14,45
12/9/2019,21900350,Final,Jazz,Thunder,2019,90,0.404,0.833,0.258,19,48,104,0.471,0.842,0.286,21,46
12/9/2019,21900351,Final,Warriors,Grizzlies,2019,102,0.376,0.84,0.407,23,46,110,0.5,0.765,0.375,29,42
12/8/2019,21900335,Final,Nets,Nuggets,2019,105,0.46,0.783,0.25,25,48,102,0.404,0.857,0.429,25,37
12/8/2019,21900336,Final,Hornets,Hawks,2019,107,0.4,0.828,0.355,22,44,122,0.484,0.941,0.4,28,48
12/8/2019,21900337,Final,Heat,Bulls,2019,110,0.416,0.795,0.314,20,43,105,0.438,0.815,0.361,20,39
12/8/2019,21900338,Final,76ers,Raptors,2019,110,0.506,0.762,0.438,31,40,104,0.432,0.85,0.333,21,42
12/8/2019,21900339,Final,Wizards,Clippers,2019,119,0.455,0.833,0.424,28,38,135,0.521,0.741,0.375,27,45
12/8/2019,21900340,Final,Mavericks,Kings,2019,106,0.477,0.875,0.386,24,40,110,0.518,0.818,0.382,24,35
12/8/2019,21900341,Final,Trail Blazers,Thunder,2019,96,0.36,0.833,0.273,16,51,108,0.412,0.794,0.344,12,54
12/8/2019,21900342,Final,Lakers,Timberwolves,2019,142,0.585,0.9,0.452,32,41,125,0.524,0.846,0.405,27,31
12/7/2019,21900330,Final,Mavericks,Pelicans,2019,130,0.535,0.806,0.342,25,55,84,0.36,0.81,0.094,17,34
12/7/2019,21900331,Final,Knicks,Pacers,2019,103,0.406,0.714,0.323,24,52,104,0.482,0.769,0.429,26,42
12/7/2019,21900332,Final,76ers,Cavaliers,2019,141,0.633,0.696,0.423,43,51,94,0.375,0.765,0.257,20,35
12/7/2019,21900333,Final,Rockets,Suns,2019,115,0.451,0.733,0.275,21,51,109,0.417,0.643,0.314,29,51
12/7/2019,21900334,Final,Jazz,Grizzlies,2019,126,0.563,0.944,0.559,32,41,112,0.531,0.64,0.286,23,28
12/6/2019,21900320,Final,Hornets,Nets,2019,104,0.434,0.882,0.425,23,34,111,0.477,0.8,0.395,35,49
12/6/2019,21900321,Final,Cavaliers,Magic,2019,87,0.422,0.7,0.294,22,45,93,0.39,0.87,0.346,19,43
12/6/2019,21900322,Final,Pistons,Pacers,2019,108,0.448,0.731,0.44,21,51,101,0.458,0.8,0.375,24,33
12/6/2019,21900323,Final,Celtics,Nuggets,2019,108,0.537,0.875,0.371,21,37,95,0.415,0.8,0.167,18,41
12/6/2019,21900324,Final,Heat,Wizards,2019,112,0.488,0.75,0.357,28,50,103,0.429,0.929,0.308,29,39
12/6/2019,21900325,Final,Bulls,Warriors,2019,98,0.443,0.6,0.415,21,37,100,0.535,0.682,0.375,24,39
12/6/2019,21900326,Final,Thunder,Timberwolves,2019,139,0.557,0.9,0.278,19,39,127,0.521,0.7,0.342,25,36
12/6/2019,21900327,Final,Bucks,Clippers,2019,119,0.468,0.81,0.389,29,53,91,0.351,0.895,0.25,18,48
12/6/2019,21900328,Final,Spurs,Kings,2019,105,0.427,0.706,0.344,25,52,104,0.392,0.833,0.265,19,52
12/6/2019,21900329,Final,Trail Blazers,Lakers,2019,113,0.453,0.862,0.294,20,34,136,0.541,0.818,0.472,26,45
12/5/2019,21900316,Final,Wizards,76ers,2019,119,0.456,0.813,0.407,25,41,113,0.532,0.75,0.464,25,44
12/5/2019,21900317,Final,Knicks,Nuggets,2019,92,0.41,0.652,0.265,23,33,129,0.563,0.556,0.538,38,48
12/5/2019,21900318,Final,Raptors,Rockets,2019,109,0.432,0.875,0.308,27,45,119,0.408,0.895,0.4,29,54
12/5/2019,21900319,Final,Pelicans,Suns,2019,132,0.506,0.771,0.415,27,40,139,0.472,0.926,0.389,30,51
12/4/2019,21900306,Final,Hornets,Warriors,2019,106,0.46,0.625,0.438,30,44,91,0.462,0.667,0.391,18,37
12/4/2019,21900307,Final,Pistons,Bucks,2019,103,0.419,0.636,0.306,25,40,127,0.489,0.926,0.4,25,55
12/4/2019,21900308,Final,Magic,Suns,2019,128,0.576,0.8,0.56,27,45,114,0.489,0.65,0.455,36,29
12/4/2019,21900309,Final,Hawks,Nets,2019,118,0.533,0.619,0.346,24,35,130,0.495,0.889,0.452,26,53
12/4/2019,21900310,Final,Celtics,Heat,2019,112,0.443,0.813,0.39,21,46,93,0.442,0.647,0.368,20,40
12/4/2019,21900311,Final,Bulls,Grizzlies,2019,106,0.429,0.73,0.394,22,50,99,0.385,0.857,0.233,24,46
12/4/2019,21900312,Final,Thunder,Pacers,2019,100,0.488,0.9,0.346,25,37,107,0.483,0.824,0.375,19,39
12/4/2019,21900313,Final,Mavericks,Timberwolves,2019,121,0.5,0.783,0.297,24,45,114,0.416,0.885,0.447,23,44
12/4/2019,21900314,Final,Jazz,Lakers,2019,96,0.41,0.737,0.452,20,40,121,0.511,0.6,0.483,27,46
12/4/2019,21900315,Final,Trail Blazers,Kings,2019,127,0.56,0.81,0.5,28,43,116,0.463,0.739,0.324,26,44
12/3/2019,21900299,Final,Cavaliers,Pistons,2019,94,0.422,0.714,0.296,16,40,127,0.543,0.636,0.514,33,46
12/3/2019,21900300,Final,Wizards,Magic,2019,120,0.506,0.783,0.343,22,38,127,0.511,0.741,0.484,26,48
12/3/2019,21900301,Final,Raptors,Heat,2019,110,0.385,0.806,0.256,25,48,121,0.455,0.762,0.395,29,55
12/3/2019,21900302,Final,Pelicans,Mavericks,2019,97,0.404,0.667,0.268,20,47,118,0.432,0.852,0.422,22,51
12/3/2019,21900303,Final,Spurs,Rockets,2019,135,0.472,0.688,0.433,35,56,133,0.378,0.944,0.294,22,60
12/3/2019,21900304,Final,Nuggets,Lakers,2019,96,0.407,0.941,0.207,26,35,105,0.464,0.667,0.292,24,56
12/3/2019,21900305,Final,Clippers,Trail Blazers,2019,117,0.457,0.56,0.5,25,49,97,0.429,0.8,0.259,20,49
12/2/2019,21900293,Final,Hornets,Suns,2019,104,0.452,0.808,0.28,27,53,109,0.443,0.733,0.214,30,37
12/2/2019,21900294,Final,76ers,Jazz,2019,103,0.407,0.696,0.5,24,47,94,0.469,0.65,0.227,23,42
12/2/2019,21900295,Final,Hawks,Warriors,2019,104,0.461,0.933,0.276,21,38,79,0.398,0.833,0.176,17,46
12/2/2019,21900296,Final,Grizzlies,Pacers,2019,104,0.427,0.947,0.263,23,38,117,0.5,0.867,0.421,31,44
12/2/2019,21900297,Final,Bucks,Knicks,2019,132,0.558,0.625,0.457,30,57,88,0.308,0.667,0.256,13,42
12/2/2019,21900298,Final,Kings,Bulls,2019,106,0.482,0.85,0.273,22,41,113,0.48,0.862,0.432,20,32
12/1/2019,21900284,Final,Nets,Heat,2019,106,0.44,0.75,0.333,24,48,109,0.389,0.821,0.324,16,51
12/1/2019,21900285,Final,Knicks,Celtics,2019,104,0.461,0.703,0.308,15,39,113,0.441,0.727,0.366,25,44
12/1/2019,21900286,Final,Timberwolves,Grizzlies,2019,107,0.388,0.857,0.306,22,53,115,0.41,0.81,0.4,27,50
12/1/2019,21900287,Final,Lakers,Mavericks,2019,100,0.46,0.813,0.259,25,45,114,0.433,0.722,0.347,24,51
12/1/2019,21900288,Final,Pistons,Spurs,2019,132,0.591,0.722,0.484,33,50,98,0.409,0.864,0.269,20,31
12/1/2019,21900289,Final,Pelicans,Thunder,2019,104,0.448,0.9,0.447,22,41,107,0.469,0.769,0.333,19,47
12/1/2019,21900290,Final,Magic,Warriors,2019,100,0.425,0.682,0.333,21,48,96,0.396,0.783,0.261,21,46
