GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM,VISITOR_TEAM,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
1/9/2013,21200517,Final,Hornets,Jazz,2012,102,0.477,0.636,0.5,26,39,112,0.537,0.667,0.455,30,41
1/9/2013,21200518,Final,Cavaliers,Hawks,2012,99,0.457,0.65,0.522,25,45,83,0.44,0.4,0.318,19,46
1/9/2013,21200519,Final,Celtics,Suns,2012,87,0.457,0.833,0.214,23,42,79,0.393,0.611,0.167,21,47
1/9/2013,21200520,Final,Bulls,Bucks,2012,96,0.411,0.7,0.4,23,45,104,0.464,0.762,0.455,21,48
1/9/2013,21200521,Final,Pelicans,Rockets,2012,88,0.417,0.813,0.263,26,46,79,0.4,0.769,0.333,15,39
1/9/2013,21200522,Final,Spurs,Lakers,2012,108,0.488,0.875,0.48,25,48,105,0.463,0.6,0.296,22,40
1/9/2013,21200523,Final,Thunder,Timberwolves,2012,106,0.474,0.852,0.55,19,39,84,0.431,0.792,0.25,21,38
1/9/2013,21200524,Final,Nuggets,Magic,2012,108,0.436,0.611,0.333,24,48,105,0.473,0.9,0.333,23,43
1/9/2013,21200525,Final,Clippers,Mavericks,2012,99,0.481,0.619,0.417,25,47,93,0.429,0.833,0.333,21,34
1/9/2013,21200526,Final,Warriors,Grizzlies,2012,87,0.465,0.7,0.412,23,38,94,0.455,0.75,0.118,27,43
1/8/2013,21200511,Final,76ers,Nets,2012,89,0.481,0.6,0.412,24,32,109,0.482,0.864,0.417,27,50
1/8/2013,21200512,Final,Pacers,Heat,2012,87,0.363,0.632,0.409,20,55,77,0.412,0.722,0.421,13,36
1/8/2013,21200513,Final,Bucks,Suns,2012,108,0.462,0.789,0.529,25,46,99,0.411,0.808,0.2,21,50
1/8/2013,21200514,Final,Rockets,Lakers,2012,125,0.552,0.783,0.44,26,42,112,0.473,0.923,0.452,25,37
1/8/2013,21200515,Final,Timberwolves,Hawks,2012,108,0.46,0.769,0.533,29,43,103,0.494,0.81,0.455,21,44
1/7/2013,21200504,Final,Wizards,Thunder,2012,101,0.437,0.833,0.556,20,45,99,0.425,0.833,0.24,21,44
1/7/2013,21200505,Final,Knicks,Celtics,2012,96,0.408,0.769,0.438,19,42,102,0.527,0.9,0.333,26,36
1/7/2013,21200506,Final,Bulls,Cavaliers,2012,118,0.537,0.833,0.714,34,47,92,0.423,0.826,0.5,19,31
1/7/2013,21200507,Final,Pelicans,Spurs,2012,95,0.482,0.833,0.385,23,42,88,0.452,0.8,0.286,20,32
1/7/2013,21200508,Final,Jazz,Mavericks,2012,100,0.397,0.778,0.526,20,47,94,0.432,0.9,0.316,20,46
1/7/2013,21200509,Final,Kings,Grizzlies,2012,81,0.368,0.87,0.238,14,37,113,0.488,0.889,0.55,29,44
1/7/2013,21200510,Final,Trail Blazers,Magic,2012,125,0.511,0.875,0.333,34,44,119,0.495,0.889,0.367,35,36
1/6/2013,21200499,Final,Raptors,Thunder,2012,92,0.447,0.762,0.348,28,31,104,0.494,0.917,0.273,24,41
1/6/2013,21200500,Final,Heat,Wizards,2012,99,0.463,0.938,0.381,20,50,71,0.358,0.5,0.286,20,39
1/6/2013,21200501,Final,Pistons,Hornets,2012,101,0.5,0.684,0.308,22,44,108,0.435,0.862,0.231,14,45
1/6/2013,21200502,Final,Suns,Grizzlies,2012,81,0.392,0.778,0.357,18,32,92,0.536,0.8,0.25,22,42
1/6/2013,21200503,Final,Lakers,Nuggets,2012,105,0.463,0.704,0.333,30,48,112,0.436,0.652,0.375,33,44
1/5/2013,21200489,Final,Hawks,Celtics,2012,81,0.412,0.789,0.345,18,36,89,0.459,0.667,0.188,27,44
1/5/2013,21200490,Final,Magic,Knicks,2012,106,0.482,0.778,0.385,23,45,114,0.477,0.818,0.364,24,40
1/5/2013,21200491,Final,Pacers,Bucks,2012,95,0.435,0.6,0.15,19,59,80,0.378,0.722,0.278,18,39
1/5/2013,21200492,Final,Nets,Kings,2012,113,0.518,0.857,0.292,26,51,93,0.4,0.652,0.316,18,41
1/5/2013,21200493,Final,Cavaliers,Rockets,2012,104,0.396,0.893,0.304,20,44,112,0.468,0.722,0.353,23,43
1/5/2013,21200494,Final,Timberwolves,Trail Blazers,2012,97,0.418,0.889,0.313,22,52,102,0.43,0.923,0.667,22,39
1/5/2013,21200495,Final,Mavericks,Pelicans,2012,96,0.459,0.846,0.368,21,42,99,0.453,0.813,0.381,23,44
1/5/2013,21200496,Final,Spurs,76ers,2012,109,0.482,0.826,0.32,24,50,86,0.417,0.65,0.176,19,41
1/5/2013,21200497,Final,Nuggets,Jazz,2012,110,0.513,0.718,0.364,20,48,91,0.359,0.743,0.36,20,41
1/5/2013,21200498,Final,Clippers,Warriors,2012,115,0.522,0.733,0.357,29,41,89,0.444,0.769,0.25,19,30
1/4/2013,21200478,Final,Raptors,Kings,2012,96,0.38,0.676,0.333,18,39,105,0.526,0.7,0.333,23,43
1/4/2013,21200479,Final,Wizards,Nets,2012,113,0.473,0.581,0.5,27,41,115,0.461,0.694,0.333,22,54
1/4/2013,21200480,Final,Hornets,Cavaliers,2012,104,0.451,0.786,0.471,25,43,106,0.5,0.724,0.438,23,40
1/4/2013,21200482,Final,Pistons,Hawks,2012,85,0.412,0.571,0.2,18,56,84,0.413,0.6,0.345,26,38
1/4/2013,21200481,Final,Heat,Bulls,2012,89,0.462,0.774,0.25,17,28,96,0.45,0.792,0.357,22,48
1/4/2013,21200483,Final,Celtics,Pacers,2012,94,0.449,0.556,0.444,22,49,75,0.318,0.607,0.235,14,47
1/4/2013,21200484,Final,Grizzlies,Trail Blazers,2012,84,0.395,1,0.4,13,45,86,0.407,0.667,0.37,22,41
1/4/2013,21200485,Final,Thunder,76ers,2012,109,0.52,0.778,0.588,18,47,85,0.405,0.75,0.458,21,40
1/4/2013,21200486,Final,Bucks,Rockets,2012,101,0.448,0.739,0.429,23,49,115,0.542,0.632,0.394,30,35
1/4/2013,21200487,Final,Suns,Jazz,2012,80,0.453,0.727,0.267,23,40,87,0.449,0.667,0.111,27,38
1/4/2013,21200488,Final,Clippers,Lakers,2012,107,0.5,0.76,0.429,27,47,102,0.461,0.722,0.24,19,36
1/3/2013,21200476,Final,Knicks,Spurs,2012,100,0.476,0.625,0.444,26,48,83,0.364,0.857,0.265,14,35
1/3/2013,21200477,Final,Nuggets,Timberwolves,2012,97,0.465,0.55,0.273,27,39,101,0.446,0.7,0.375,21,52
1/2/2013,21200464,Final,Raptors,Trail Blazers,2012,102,0.532,0.706,0.348,34,36,79,0.443,0.813,0.182,19,36
1/2/2013,21200465,Final,Magic,Bulls,2012,94,0.474,0.786,0.375,16,36,96,0.468,0.76,0.417,27,35
1/2/2013,21200466,Final,Cavaliers,Kings,2012,94,0.391,0.875,0.238,19,50,97,0.432,0.783,0.188,22,46
1/2/2013,21200467,Final,Pacers,Wizards,2012,89,0.377,0.839,0.313,17,48,81,0.422,0.8,0.231,24,41
1/2/2013,21200468,Final,Celtics,Grizzlies,2012,83,0.451,0.688,0.364,22,27,93,0.479,0.773,0.444,23,39
1/2/2013,21200469,Final,Heat,Mavericks,2012,119,0.472,0.806,0.385,21,46,109,0.436,0.85,0.357,19,47
1/2/2013,21200470,Final,Bucks,Spurs,2012,110,0.489,0.792,0.294,24,47,117,0.517,0.696,0.529,32,40
1/2/2013,21200471,Final,Rockets,Pelicans,2012,104,0.494,0.739,0.208,21,49,92,0.422,0.55,0.313,21,46
1/2/2013,21200472,Final,Thunder,Nets,2012,93,0.493,0.765,0.421,22,34,110,0.5,0.862,0.529,22,38
1/2/2013,21200473,Final,Jazz,Timberwolves,2012,106,0.494,0.842,0.333,25,49,84,0.345,0.8,0.118,17,41
1/2/2013,21200474,Final,Suns,76ers,2012,95,0.459,0.7,0.231,24,45,89,0.44,0.833,0.357,21,44
1/2/2013,21200475,Final,Warriors,Clippers,2012,115,0.5,0.864,0.522,29,53,94,0.363,0.718,0.276,24,38
1/1/2013,21200458,Final,Wizards,Mavericks,2012,94,0.405,0.769,0.385,23,44,103,0.5,0.647,0.455,25,42
1/1/2013,21200459,Final,Knicks,Trail Blazers,2012,100,0.429,0.75,0.27,18,37,105,0.506,0.667,0.333,22,47
1/1/2013,21200460,Final,Pistons,Kings,2012,103,0.52,0.773,0.4,19,44,97,0.419,0.762,0.346,19,37
1/1/2013,21200461,Final,Pelicans,Hawks,2012,86,0.439,0.333,0.5,20,47,95,0.494,0.5,0.409,30,39
1/1/2013,21200462,Final,Nuggets,Clippers,2012,92,0.451,0.524,0.304,28,52,78,0.385,0.448,0.172,15,46
1/1/2013,21200463,Final,Lakers,76ers,2012,99,0.394,0.667,0.136,17,52,103,0.477,0.65,0.364,27,51
12/31/2012,21200452,Final,Pacers,Grizzlies,2012,88,0.4,0.833,0.48,21,38,83,0.378,0.75,0.273,17,44
12/31/2012,21200453,Final,Bulls,Hornets,2012,81,0.351,0.611,0.25,24,49,91,0.471,0.553,0.4,14,52
12/31/2012,21200454,Final,Magic,Heat,2012,110,0.477,0.818,0.348,24,50,112,0.471,0.743,0.286,24,33
12/31/2012,21200455,Final,Rockets,Hawks,2012,123,0.536,0.773,0.552,30,40,104,0.478,0.857,0.522,24,36
12/31/2012,21200457,Final,Spurs,Nets,2012,104,0.589,0.75,0.429,25,36,73,0.378,0.765,0.235,14,35
12/31/2012,21200456,Final,Thunder,Suns,2012,114,0.506,0.875,0.333,23,43,96,0.474,0.824,0.333,19,41
12/30/2012,21200448,Final,Pistons,Bucks,2012,96,0.476,0.8,0.333,16,47,94,0.468,0.706,0.435,19,33
12/30/2012,21200449,Final,Mavericks,Spurs,2012,86,0.4,0.9,0.063,23,46,111,0.506,0.875,0.421,21,44
12/30/2012,21200450,Final,Kings,Celtics,2012,118,0.537,0.8,0.5,28,45,96,0.419,0.895,0.318,25,35
12/30/2012,21200451,Final,Clippers,Jazz,2012,107,0.5,0.724,0.444,25,41,96,0.413,0.735,0.385,29,38
12/29/2012,21200437,Final,Hornets,Pelicans,2012,95,0.494,0.65,0.4,27,42,98,0.427,0.739,0.458,24,38
12/29/2012,21200438,Final,Hawks,Pacers,2012,109,0.55,0.786,0.5,26,36,100,0.475,0.864,0.333,20,36
12/29/2012,21200439,Final,Magic,Raptors,2012,88,0.444,0.5,0.278,18,35,123,0.561,0.762,0.556,33,44
12/29/2012,21200440,Final,Nets,Cavaliers,2012,103,0.467,0.744,0.267,15,39,100,0.463,0.789,0.45,21,40
12/29/2012,21200441,Final,Bulls,Wizards,2012,87,0.391,0.667,0.438,24,49,77,0.365,0.667,0.3,19,56
12/29/2012,21200442,Final,Grizzlies,Nuggets,2012,81,0.404,0.571,0.263,19,49,72,0.426,0.611,0.188,17,41
12/29/2012,21200443,Final,Rockets,Thunder,2012,94,0.398,0.741,0.267,18,36,124,0.479,0.913,0.448,22,53
12/29/2012,21200444,Final,Timberwolves,Suns,2012,111,0.506,0.615,0.278,27,51,107,0.464,0.625,0.118,29,46
12/29/2012,21200445,Final,Bucks,Heat,2012,104,0.408,0.941,0.381,29,45,85,0.434,0.625,0.308,18,51
12/29/2012,21200446,Final,Trail Blazers,76ers,2012,89,0.447,0.813,0.348,19,39,85,0.424,0.818,0.235,19,45
12/29/2012,21200447,Final,Warriors,Celtics,2012,101,0.521,0.813,0.632,21,46,83,0.36,0.762,0.227,18,38
12/28/2012,21200425,Final,Wizards,Magic,2012,105,0.477,0.882,0.3,25,47,97,0.453,0.818,0.357,25,41
12/28/2012,21200426,Final,Pacers,Suns,2012,97,0.442,0.724,0.5,19,48,91,0.463,0.813,0.143,20,37
12/28/2012,21200427,Final,Nets,Hornets,2012,97,0.447,0.769,0.333,19,43,81,0.384,0.688,0.3,11,36
12/28/2012,21200428,Final,Pistons,Heat,2012,109,0.581,0.647,0.632,24,38,99,0.506,0.75,0.31,18,35
12/28/2012,21200429,Final,Cavaliers,Hawks,2012,94,0.419,1,0.381,19,40,102,0.487,0.813,0.542,27,43
12/28/2012,21200430,Final,Pelicans,Raptors,2012,97,0.451,0.75,0.385,23,51,104,0.435,0.781,0.208,24,41
12/28/2012,21200431,Final,Mavericks,Nuggets,2012,85,0.375,0.667,0.2,17,43,106,0.457,0.571,0.429,25,60
12/28/2012,21200432,Final,Spurs,Rockets,2012,122,0.571,0.917,0.522,21,34,116,0.523,0.577,0.344,27,39
12/28/2012,21200433,Final,Jazz,Clippers,2012,114,0.479,0.925,0.6,20,36,116,0.494,0.805,0.304,20,35
12/28/2012,21200434,Final,Kings,Knicks,2012,106,0.453,0.765,0.5,28,34,105,0.494,0.6,0.367,26,46
12/28/2012,21200435,Final,Lakers,Trail Blazers,2012,104,0.465,0.607,0.292,29,52,87,0.414,0.75,0.158,24,44
12/28/2012,21200436,Final,Warriors,76ers,2012,96,0.425,0.808,0.412,20,52,89,0.402,0.609,0.25,25,43
12/27/2012,21200423,Final,Thunder,Mavericks,2012,111,0.419,0.821,0.4,23,56,105,0.421,0.875,0.458,22,46
12/27/2012,21200424,Final,Clippers,Celtics,2012,106,0.482,0.5,0.4,31,44,77,0.403,0.867,0.375,20,40
12/26/2012,21200410,Final,Wizards,Cavaliers,2012,84,0.461,0.714,0.222,22,51,87,0.378,0.652,0.37,20,38
12/26/2012,21200411,Final,Hornets,Heat,2012,92,0.436,0.679,0.357,18,42,105,0.457,0.76,0.522,21,44
12/26/2012,21200412,Final,Magic,Pelicans,2012,94,0.456,0.846,0.367,25,38,97,0.5,0.95,0.167,19,36
12/26/2012,21200414,Final,Hawks,Pistons,2012,126,0.469,0.742,0.333,35,47,119,0.44,0.6,0.519,21,62
12/26/2012,21200415,Final,Bucks,Nets,2012,108,0.476,0.947,0.588,24,49,93,0.386,0.875,0.19,17,43
12/26/2012,21200416,Final,Grizzlies,76ers,2012,89,0.389,0.824,0.333,22,37,99,0.521,0.696,0.563,23,38
12/26/2012,21200417,Final,Timberwolves,Rockets,2012,84,0.381,0.765,0.25,18,50,87,0.407,0.8,0.29,19,47
12/26/2012,21200418,Final,Spurs,Raptors,2012,100,0.479,0.828,0.421,25,44,80,0.423,0.583,0.389,24,35
12/26/2012,21200419,Final,Nuggets,Lakers,2012,126,0.479,0.75,0.545,31,48,114,0.494,0.7,0.379,29,38
12/26/2012,21200420,Final,Jazz,Warriors,2012,83,0.386,0.682,0.235,17,44,94,0.402,0.95,0.5,19,43
12/26/2012,21200421,Final,Suns,Knicks,2012,97,0.458,0.813,0.381,21,38,99,0.455,0.714,0.409,21,41
12/26/2012,21200422,Final,Trail Blazers,Kings,2012,109,0.506,0.75,0.286,31,53,91,0.407,0.75,0.375,28,35
12/25/2012,21200405,Final,Nets,Celtics,2012,76,0.406,0.586,0.35,14,36,93,0.494,0.846,0.6,25,41
12/25/2012,21200406,Final,Lakers,Knicks,2012,100,0.481,0.677,0.238,22,42,94,0.427,0.563,0.346,20,40
12/25/2012,21200407,Final,Heat,Thunder,2012,103,0.475,1,0.286,20,34,97,0.423,0.842,0.313,14,39
12/25/2012,21200408,Final,Bulls,Rockets,2012,97,0.446,0.85,0.3,22,31,120,0.561,0.833,0.4,25,45
12/25/2012,21200409,Final,Clippers,Nuggets,2012,112,0.484,0.579,0.44,29,45,100,0.5,0.708,0.231,26,42
12/23/2012,21200399,Final,Nets,76ers,2012,95,0.446,0.7,0.364,18,43,92,0.432,0.8,0.444,19,49
12/23/2012,21200400,Final,Knicks,Timberwolves,2012,94,0.444,0.857,0.231,17,35,91,0.405,0.889,0.318,20,47
12/23/2012,21200401,Final,Magic,Jazz,2012,93,0.5,0.533,0.45,25,45,97,0.434,0.72,0.389,21,36
12/23/2012,21200402,Final,Spurs,Mavericks,2012,129,0.56,0.789,0.667,33,41,91,0.459,0.621,0.357,22,39
12/23/2012,21200403,Final,Suns,Clippers,2012,77,0.363,0.667,0.176,18,41,103,0.535,0.552,0.524,26,44
12/23/2012,21200404,Final,Kings,Trail Blazers,2012,108,0.556,0.818,0.474,31,37,96,0.435,0.882,0.292,24,41
12/22/2012,21200390,Final,Wizards,Pistons,2012,87,0.377,0.781,0.19,20,43,96,0.409,0.8,0.421,22,58
12/22/2012,21200391,Final,Hawks,Bulls,2012,92,0.494,0.9,0.368,24,45,75,0.421,0.75,0.357,20,31
12/22/2012,21200392,Final,Heat,Jazz,2012,105,0.521,0.818,0.458,23,39,89,0.411,0.846,0.438,18,38
12/22/2012,21200393,Final,Pelicans,Pacers,2012,75,0.402,0.714,0.364,18,42,81,0.429,0.611,0.235,20,44
12/22/2012,21200394,Final,Rockets,Grizzlies,2012,121,0.537,0.808,0.429,32,38,96,0.532,0.714,0.154,23,37
12/22/2012,21200395,Final,Bucks,Cavaliers,2012,82,0.392,0.696,0.2,17,41,94,0.432,0.813,0.294,16,48
12/22/2012,21200396,Final,Nuggets,Hornets,2012,110,0.511,0.667,0.3,36,46,88,0.379,0.633,0.15,21,44
12/22/2012,21200397,Final,Trail Blazers,Suns,2012,96,0.478,0.821,0.35,21,45,93,0.449,0.727,0.263,26,32
12/22/2012,21200398,Final,Warriors,Lakers,2012,115,0.447,0.867,0.345,26,47,118,0.458,0.786,0.333,33,49
12/21/2012,21200380,Final,Raptors,Magic,2012,93,0.407,0.905,0.421,20,32,90,0.5,0.842,0.286,22,45
12/21/2012,21200381,Final,76ers,Hawks,2012,99,0.512,0.429,0.421,31,45,80,0.392,0.75,0.36,20,37
12/21/2012,21200382,Final,Celtics,Bucks,2012,94,0.383,0.85,0.208,23,44,99,0.434,0.611,0.313,22,57
12/21/2012,21200383,Final,Knicks,Bulls,2012,106,0.418,0.88,0.308,14,40,110,0.446,0.848,0.444,22,51
12/21/2012,21200384,Final,Pistons,Wizards,2012,100,0.422,0.667,0.417,24,58,68,0.329,0.769,0.167,15,46
12/21/2012,21200385,Final,Cavaliers,Pacers,2012,89,0.4,0.769,0.313,19,36,99,0.488,0.64,0.313,24,44
12/21/2012,21200386,Final,Grizzlies,Mavericks,2012,92,0.404,0.85,0.231,23,47,82,0.408,0.824,0.286,20,42
12/21/2012,21200387,Final,Spurs,Pelicans,2012,99,0.513,0.739,0.222,29,36,94,0.453,0.875,0.125,15,44
12/21/2012,21200388,Final,Clippers,Kings,2012,97,0.425,0.667,0.304,24,53,85,0.418,0.688,0.364,18,32
12/21/2012,21200389,Final,Warriors,Hornets,2012,115,0.518,0.813,0.519,31,48,100,0.367,0.743,0.381,19,44
12/20/2012,21200377,Final,Timberwolves,Thunder,2012,99,0.44,0.696,0.45,27,45,93,0.402,0.846,0.25,17,43
12/20/2012,21200378,Final,Mavericks,Heat,2012,95,0.385,0.857,0.136,23,36,110,0.538,0.889,0.357,25,47
12/20/2012,21200379,Final,Trail Blazers,Nuggets,2012,101,0.359,0.808,0.389,25,50,93,0.388,0.708,0,20,59
12/19/2012,21200366,Final,Raptors,Pistons,2012,97,0.486,0.773,0.345,26,33,91,0.417,0.6,0.25,15,44
12/19/2012,21200367,Final,Knicks,Nets,2012,100,0.458,0.765,0.379,19,39,86,0.449,0.667,0.4,19,38
12/19/2012,21200368,Final,Magic,Wizards,2012,90,0.42,0.824,0.4,18,48,83,0.442,0.75,0.529,20,38
12/19/2012,21200369,Final,Pacers,Jazz,2012,104,0.513,0.722,0.563,21,37,84,0.372,0.72,0.133,19,48
12/19/2012,21200370,Final,Celtics,Cavaliers,2012,103,0.597,0.741,0.529,23,35,91,0.409,0.667,0.278,16,35
12/19/2012,21200371,Final,Hawks,Thunder,2012,92,0.383,0.647,0.375,21,44,100,0.429,0.95,0.36,20,52
12/19/2012,21200372,Final,Rockets,76ers,2012,125,0.56,0.833,0.407,29,41,103,0.449,0.708,0.353,21,39
12/19/2012,21200373,Final,Suns,Hornets,2012,121,0.553,0.909,0.607,31,33,104,0.465,0.818,0.6,19,42
12/19/2012,21200374,Final,Grizzlies,Bucks,2012,90,0.409,0.789,0.375,26,56,80,0.353,0.789,0.25,11,44
12/19/2012,21200375,Final,Kings,Warriors,2012,131,0.5,0.81,0.579,25,40,127,0.5,0.88,0.5,21,42
12/19/2012,21200376,Final,Clippers,Pelicans,2012,93,0.5,0.789,0.2,28,37,77,0.387,0.773,0.105,15,42
12/18/2012,21200356,Final,Wizards,Hawks,2012,95,0.379,0.773,0.333,28,49,100,0.436,0.676,0.375,20,49
12/18/2012,21200357,Final,Cavaliers,Raptors,2012,99,0.514,0.667,0.438,19,33,113,0.52,0.852,0.5,25,36
12/18/2012,21200358,Final,Nets,Jazz,2012,90,0.429,0.773,0.412,16,38,92,0.446,0.813,0.25,23,48
12/18/2012,21200359,Final,Heat,Timberwolves,2012,103,0.468,0.783,0.52,25,24,92,0.43,0.737,0.235,18,53
12/18/2012,21200360,Final,Bulls,Celtics,2012,100,0.5,0.875,0.556,28,43,89,0.432,0.737,0.5,18,35
12/18/2012,21200361,Final,Bucks,Pacers,2012,98,0.43,0.692,0.429,18,37,93,0.4,0.794,0.25,15,51
12/18/2012,21200362,Final,Mavericks,76ers,2012,107,0.542,0.862,0.364,19,35,100,0.43,0.867,0.371,23,40
12/18/2012,21200363,Final,Nuggets,Spurs,2012,112,0.437,0.69,0.368,23,58,106,0.4,0.889,0.389,28,45
12/18/2012,21200364,Final,Lakers,Hornets,2012,101,0.398,0.778,0.323,21,48,100,0.4,0.636,0.417,24,54
12/18/2012,21200365,Final,Warriors,Pelicans,2012,103,0.436,0.853,0.333,25,44,96,0.467,1,0.333,23,33
12/17/2012,21200350,Final,Magic,Timberwolves,2012,102,0.537,1,0.429,31,42,93,0.406,0.667,0.28,25,43
12/17/2012,21200351,Final,Knicks,Rockets,2012,96,0.433,0.563,0.29,15,45,109,0.513,0.792,0.345,18,42
12/17/2012,21200352,Final,Pistons,Clippers,2012,76,0.408,0.579,0.35,15,34,88,0.449,0.765,0.227,19,42
12/17/2012,21200353,Final,Grizzlies,Bulls,2012,80,0.375,0.737,0.545,16,51,71,0.373,0.65,0.182,14,39
12/17/2012,21200354,Final,Thunder,Spurs,2012,107,0.447,0.9,0.286,22,49,93,0.456,0.714,0.3,23,37
12/17/2012,21200355,Final,Suns,Kings,2012,101,0.482,0.733,0.364,29,38,90,0.41,0.792,0.231,15,51
12/16/2012,21200346,Final,Raptors,Rockets,2012,103,0.459,0.85,0.267,29,43,96,0.41,0.781,0.304,14,44
12/16/2012,21200347,Final,76ers,Lakers,2012,98,0.494,0.545,0.4,23,37,111,0.488,0.792,0.412,22,41
12/16/2012,21200348,Final,Kings,Nuggets,2012,97,0.341,0.853,0.25,13,42,122,0.541,0.759,0.444,27,52
12/16/2012,21200349,Final,Trail Blazers,Pelicans,2012,95,0.463,0.833,0.379,25,36,94,0.45,0.733,0.55,21,43
12/15/2012,21200337,Final,Hawks,Warriors,2012,93,0.369,0.722,0.192,21,45,115,0.495,0.875,0.417,32,54
12/15/2012,21200336,Final,Hornets,Magic,2012,98,0.462,0.759,0.333,18,31,107,0.544,0.842,0.294,25,43
12/15/2012,21200338,Final,Knicks,Cavaliers,2012,103,0.435,0.696,0.371,26,41,102,0.488,0.765,0.375,15,45
12/15/2012,21200339,Final,Heat,Wizards,2012,102,0.506,0.667,0.296,25,43,72,0.375,0.733,0.35,16,40
12/15/2012,21200340,Final,Pistons,Pacers,2012,77,0.386,0.667,0.231,18,41,88,0.486,0.688,0.292,25,42
12/15/2012,21200341,Final,Bulls,Nets,2012,83,0.44,0.789,0.2,21,33,82,0.387,0.773,0.368,15,41
12/15/2012,21200342,Final,Timberwolves,Mavericks,2012,114,0.436,0.813,0.261,28,48,106,0.464,0.84,0.5,24,41
12/15/2012,21200343,Final,Bucks,Clippers,2012,85,0.361,0.72,0.333,15,40,111,0.537,0.75,0.455,33,49
12/15/2012,21200344,Final,Spurs,Celtics,2012,103,0.469,0.75,0.48,28,38,88,0.469,0.75,0.375,22,38
12/15/2012,21200345,Final,Jazz,Grizzlies,2012,86,0.419,0.792,0.294,20,35,99,0.447,0.792,0.364,16,48
12/14/2012,21200325,Final,Raptors,Mavericks,2012,95,0.405,0.682,0.333,22,47,74,0.391,0.87,0,17,38
12/14/2012,21200326,Final,Wizards,Lakers,2012,96,0.434,0.8,0.381,19,48,102,0.451,0.714,0.276,18,45
12/14/2012,21200327,Final,Pacers,76ers,2012,95,0.455,0.63,0.571,19,48,85,0.432,0.75,0.25,20,36
12/14/2012,21200330,Final,Magic,Warriors,2012,99,0.477,0.727,0.429,26,53,85,0.37,0.909,0.35,19,49
12/14/2012,21200328,Final,Nets,Pistons,2012,107,0.452,0.813,0.385,20,43,105,0.404,0.769,0.313,21,54
12/14/2012,21200329,Final,Cavaliers,Bucks,2012,86,0.395,0.929,0.5,21,46,90,0.398,0.704,0.333,23,43
12/14/2012,21200331,Final,Pelicans,Timberwolves,2012,102,0.538,0.7,0.458,26,30,113,0.534,0.706,0.412,29,40
12/14/2012,21200332,Final,Rockets,Celtics,2012,101,0.487,0.739,0.37,23,45,89,0.4,0.765,0.4,22,41
12/14/2012,21200333,Final,Thunder,Kings,2012,113,0.494,1,0.429,29,43,103,0.453,0.903,0.368,18,29
12/14/2012,21200334,Final,Suns,Jazz,2012,99,0.458,0.773,0.462,23,43,84,0.402,0.714,0.273,19,47
12/14/2012,21200335,Final,Nuggets,Grizzlies,2012,99,0.522,0.885,0.4,20,35,94,0.415,0.9,0.368,27,37
12/13/2012,21200322,Final,Hawks,Hornets,2012,113,0.573,0.565,0.483,28,41,90,0.43,0.8,0.286,22,31
12/13/2012,21200323,Final,Knicks,Lakers,2012,116,0.532,0.667,0.48,25,33,107,0.417,0.862,0.324,13,44
12/13/2012,21200324,Final,Trail Blazers,Spurs,2012,98,0.455,0.917,0.259,19,40,90,0.458,0.72,0.316,23,38
12/12/2012,21200309,Final,Raptors,Nets,2012,88,0.493,0.588,0.222,21,31,94,0.453,0.743,0.526,20,38
12/12/2012,21200310,Final,Magic,Hawks,2012,80,0.383,1,0.318,17,39,86,0.438,0.625,0.273,16,43
12/12/2012,21200311,Final,Pacers,Cavaliers,2012,96,0.41,0.821,0.278,23,48,81,0.333,0.72,0.409,19,40
12/12/2012,21200312,Final,76ers,Bulls,2012,89,0.451,0.455,0.143,19,44,96,0.436,0.923,0.364,24,39
12/12/2012,21200313,Final,Hornets,Clippers,2012,94,0.427,0.792,0.313,18,44,100,0.435,0.68,0.391,26,48
12/12/2012,21200314,Final,Heat,Warriors,2012,95,0.475,0.8,0.318,18,38,97,0.463,0.857,0.375,20,41
12/12/2012,21200315,Final,Celtics,Mavericks,2012,117,0.43,0.833,0.273,24,42,115,0.511,0.765,0.348,27,50
12/12/2012,21200316,Final,Bucks,Kings,2012,98,0.406,0.583,0.353,22,60,85,0.372,0.857,0.158,14,50
12/12/2012,21200317,Final,Rockets,Wizards,2012,99,0.447,0.733,0.375,19,47,93,0.393,0.8,0.28,18,46
12/12/2012,21200318,Final,Thunder,Pelicans,2012,92,0.437,0.781,0.333,19,43,88,0.398,0.813,0.409,20,43
12/12/2012,21200319,Final,Timberwolves,Nuggets,2012,108,0.437,0.811,0.143,25,44,105,0.506,0.583,0.438,24,42
12/12/2012,21200320,Final,Suns,Grizzlies,2012,82,0.382,0.818,0.227,20,44,80,0.452,1,0.2,19,40
12/12/2012,21200321,Final,Jazz,Spurs,2012,99,0.488,0.6,0.421,27,40,96,0.425,0.778,0.421,18,48
12/11/2012,21200304,Final,Nets,Knicks,2012,97,0.529,0.75,0.222,21,37,100,0.462,0.778,0.5,20,35
12/11/2012,21200305,Final,Cavaliers,Lakers,2012,100,0.44,0.577,0.407,24,43,94,0.413,0.625,0.259,11,54
